新闻 | 2019年07月08日|华为与复旦大学合作开发全国首个医学人工智能课程|近日，华为与复旦大学基础医学院合作开发的 医学人工智能与机器学习课程在上海复旦大学进行集中授课，吸引了来自医学院与附属医院的120多名本科生和研究生参与。
新闻 | 2016年04月27日|华为U-vMOS实现视频通信场景应用，开创从单向视频到双向视频业务体验评价的里程碑|在2016年4月26日举行的伦敦TV Connect展上，华为面向全球正式发布视频体验衡量体系评价标准U-vMOS(User, Unified, Ubiquitous-Mean Opinion Score for Video)支持视频通信场景应用。
新闻 | 2016年04月26日|华为与沃达丰宣布成立全球首个窄带物联网开放实验室|全球领先的信息与通信解决方案供应商华为与沃达丰宣布成立物联网开放实验室，致力于开发与NB-IoT（窄带物联网）技术相关的产品与应用。
新闻 | 2016年04月26日|华为IT入选2016 Gartner CIO Agenda数字化加速者名单|在Gartner发布的调研报告《Gartner - Building the Digital Platform - The 2016 CIO Agenda》中，华为入选数字化加速者名单，该报告显示了被CIO们最经常提及的30个供应商的 数字化得分结果。
新闻 | 2016年04月26日|华为通过NB-IoT创新与合作，助力NB-IoT行业应用的发展|今天在伦敦M2M大会上，华为展示了NB-IoT（窄带蜂窝物联网）战略以及IoT应用和智慧城市领域的创新成果，并介绍了与合作伙伴为共建NB-IoT生态系统所开展的工作，包括与沃达丰在英国纽伯里共同成立沃达丰NB-IoT开放实验室，旨在充分发挥NB-IoT的潜力，创造社会与经济效益。
新闻 | 2016年04月26日|引领视频转型——视频行业咨询委员会成立，共建开放合作的大视频生态圈|今日在伦敦TV Connect大会上，华为联合业界生态伙伴成立视频行业咨询委员会（VIAB, Video Industry Advisory Board）。视频行业各方共建大视频生态圈，共商产业大计、共谋产业发展。
新闻 | 2016年04月25日|华为FusionServer E9000两路刀片升级 打破三项性能测试世界纪录|华为近日宣布，在业界最权威的CPU基准测试SPEC CPU2006中，华为FusionServer E9000刀片服务器刷新了3项世界纪录，达到业界当前最佳。
新闻 | 2016年04月22日|VIVA 巴林携手华为完成九扇区解决方案中东区域首商用|近日，巴林王国领先的电信运营商VIVA商用部署华为九扇区解决方案，实现区域性技术突破，成为中东区域首家商用运用三波束劈裂天线技术的运营商。该创新解决方案提升VIVA网络容量至普通三扇站点2.7倍左右，在高话务场景及热点区域，有效吸收话务量，大幅提升了其用户体验。
新闻 | 2016年04月20日|华为荣获2016年LTE拉美峰会“最佳网络虚拟化产品”奖|华为CloudCore解决方案在巴西里约举行的2016年LTE拉美峰会上荣获最佳网络虚拟化产品奖。
新闻 | 2016年04月20日|唤醒网络原力，华为提出迈向网络全面云化的三个阶段|华为在美国圣何塞举办的NFV World Congress上，首次明确提出迈向运营商网络全面云化转型必经的三个阶段，包括虚拟化、云化及原生云， 为NFV未来发展及运营商网络转型指明方向。
新闻 | 2016年04月19日|华为与新西兰惠灵顿凤凰足球俱乐部签订赞助合约|华为与新西兰惠灵顿凤凰足球俱乐部于4月18日在北京签订了新的赞助合同，双方合约续签到未来三个赛季。华为亚太区总裁李今歌先生在北京宣布了这一消息，正在中国进行国事访问的新西兰总理约翰基先生出席并见证了该签约仪式。
新闻 | 2016年04月18日|华为海洋超长距无中继解决方案传送距离突破620KM|华为海洋网络有限公司（华为海洋）今天宣布，其自主研发的100G超长距无中继解决方案取得新突破。在华为海洋北京实验室的测试中，单波最远传输距离可达627km。
新闻 | 2016年04月18日|华为发布体验驱动的4K IP承载网解决方案，助力运营商领跑4K新时代|华为近日发布了体验驱动4K IP承载网解决方案，该方案基于业界权威的视频体验评价标准U-vMOS构建，帮助运营商打造面向4K极致体验的IP承载网，助力运营商成为4K时代的领跑者。同时，华为还配合该方案发布了业界最大容量2U 300mm深的CO路由器NE40E-M2H产品。
新闻 | 2016年04月15日|华为亮相全球通信能效论坛，率先推出站点级、网络级能效标准|近日，第九届全球通信能效论坛在西班牙巴塞罗那举办，华为率先推出站点级、网络级能效标准，帮助运营商从通信系统部件级、系统级到网络级评估并提升通信网络能效。
新闻 | 2016年04月15日|百度携手华为成功部署中国首个基于T-SDN的IDC光传送网|近日，百度和华为联合完成的中国首个基于T-SDN的IDC光传送网。华为T-SDN BoD(Bandwidth on Demand，带宽按需订购)特性，通过提供动态灵活的传输管道，襄助百度从容应对IDC间的突发流量。
新闻 | 2016年04月15日|华为荣获MVNOs全球峰会“最佳解决方案供应商”大奖|华为今日宣布其BSS-as-a-Service(BaaS)方案在2016 MVNOs全球峰会上荣获最佳解决方案供应商大奖。作为MVNO行业举足轻重的盛会，MVNO大奖吸引了多家知名厂商的角逐。华为在激烈的竞争中一举夺魁，赢得殊荣，奠定了华为在MVNO行业的竞争力和领导力。
新闻 | 2016年04月15日|华为助力中国电信举办首届“天翼杯”大数据算法应用大赛|华为今日宣布通过其IT系统集成服务助力中国电信举办天翼杯大数据算法应用大赛。
新闻 | 2016年04月15日|华为与NETSCOUT签署OSSii合作备忘录|近日，华为与NETSCOUT签署合作备忘录。该备忘录基于OSSii倡议框架，允许NETSCOUT的无线接入测试平台TrueCall接入华为OSS接口。截至目前，华为已与多家OSS领域的独立软件开发商签订OSSii合作协议。
新闻 | 2016年04月14日|华为携智能微模块及高效模块化UPS亮相DCW，可靠高效成为全场焦点|4月12日-13日，全球最大的数据中心展会Data Center World(简称DCW) 在伦敦会展中心隆重举行，华为携智能微模块解决方案及高效模块化UPS参加本次展会，凭借97.5%业界领先的UPS模块效率吸引了与会者的高度关注。
新闻 | 2016年04月14日|看新蓝海行业标杆，引领数字化转型，借大视频产业联盟，繁荣数字化生态|华为4月11日在深圳举办了第十三届全球分析师大会，继在主题发言上分享了视频业务驱动运营商转型的主要观点后，今日在成都召开了以视频为主题的分论坛，论坛吸引了来自国内外权威科研机构、全球领先的电信运营商、众多产业合作伙伴和顶尖分析师等行业领袖参加，共同分享探讨视频业务的成功实践经验、视频体验标准、打造视频体验产业联盟等热点话题。
新闻 | 2016年04月13日|WTTx开启移动宽带连接新时代|今日，在2016年亚洲宽带论坛上，华为LTE产业发展总监Goran Berntson发表了WTTx开启移动宽带连接新时代的主题发言。他阐述了WTTx（Wireless to the X）是国家宽带战略中非常重要的一部分，提供可媲美光纤的高速无线宽带接入业务，为终端用户提供卓越的移动宽带体验，帮助运营商开启无线宽带的新商机。
新闻 | 2016年04月12日|华为发布室内全联接解决方案|开启室内全联接体验时代|2016华为分析师大会期间，华为发布了室内全联接解决方案（ICS: Indoor Connected Solution）。该方案可以提升室内移动业务体验，优化室内网络投资收益，同时提供室内增值服务，实现网络管道增值，加速室内数字化进程。
新闻 | 2016年04月12日|华为运营商服务2015年销售收入超120亿美金|华为，全球领先的信息与通信解决方案供应商，今日宣布其运营商服务业务在2015年保持强劲增长，销售收入达120.6亿美金，近五年复合增长率达19%，占华为运营商业务总收入的33%。华为通过实施面向用户ROADS体验的服务产业战略，开放合作共筑数字商业生态圈，持续提升和保障网络性能、业务质量和用户体验，通过咨询与系统集成，成为运营商运营转型和ICT基础设施重构的战略合作伙伴。
新闻 | 2016年04月12日|华为企业业务2015年实现43.8%增速，引领新ICT共建更美好全联接世界|在华为2016全球分析师大会上，企业BG以Leading New ICT, Building A Better Connected World（引领新ICT，共建更美好全联接世界）为主题与分析师及媒体分享了企业BG的业绩与愿景：基于技术创新，打造开放、灵活、弹性、安全的平台，进而构筑持续发展的多赢生态系统，引领新ICT，构建更美好的全联接世界。
新闻 | 2016年04月12日|华为李三琦: SDN/NFV面向分布式云化网络的下一步挑战|第二届中国SDN/NFV大会今天在北京召开，华为公司产品与解决方案首席技术官李三琦在演讲中表示SDN/NFV技术下一步的挑战在于可部署可运营的分布式云化网络。
新闻 | 2016年04月12日|华为发布《体验驱动的4K承载网白皮书》助力运营商4K战略实施|今日，华为在深圳举办的2016年华为全球分析师大会上发布了《体验驱动的4K承载网白皮书》，针对电信运营商热切关注的4K视频体验保障和承载问题，提出了最佳体验的4K承载网目标架构及细分场景演进方案。作为业界首个系统性阐述4K承载网方案的技术资料，白皮书的发布对电信运营商部署在线4K业务、推进4K产业实现商业正循环有重要意义。
新闻 | 2016年04月12日|华为五大IoT解决方案厚积薄发，持续推进产业生态|华为在2016全球分析师大会上表示，物联网是华为的重要战略方向，基于在ICT领域长期的投入和积累，华为五大IoT解决方案厚积薄发，并持续与合作伙伴推进产业生态发展，驱动行业创新。
新闻 | 2016年04月12日|华为：以开放云架构帮助企业加速数字化转型|第十三届华为分析师大会于4月11-13日在深圳拉开帷幕，共吸引全球500位左右的行业分析师、金融分析师、行业媒体和意见领袖等。华为IT产品线围绕开放云战略，与全球分析师和媒体共同探讨开放云架构的发展方向。基于FusionCloud统一云架构平台，华为可提供具备开放、混合和集成特性的端到端云解决方案，满足企业在不同发展阶段的数字化转型需求。
新闻 | 2016年04月12日|CloudRAN：以云技术重构无线网络|在2016华为全球分析师大会上，华为正式发布华为CloudRAN解决方案。旨在通过云战略重构无线网络，拥抱数字化转型的趋势，帮助客户实现商业成功。
新闻 | 2016年04月11日|山东移动携手华为部署最佳体验4K承载网|华为今日宣布助力山东移动打造最佳体验4K承载网，通过端到端网络优化，为用户提供体验可保障的4K超高清视频接入服务。目前，山东移动4K超高清电视业务已正式上线。
